class1,duration,flowBytesPerSecond,flowPktsPerSecond,max_active,max_biat,max_fiat,max_flowiat,max_idle,mean_active,mean_biat,mean_fiat,mean_flowiat,mean_idle,min_active,min_biat,min_fiat,min_flowiat,min_idle,std_active,std_biat,std_fiat,std_flowiat,std_idle,total_biat,total_fiat
P2P,52857.0,8475.6985829692,37.8379401025,-1.0,-1.0,-1.0,52857.0,-1.0,0.0,0.0,0.0,52857.0,0.0,-1.0,-1.0,-1.0,52857.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,64424.0,6953.9302123432,31.0443313051,-1.0,-1.0,-1.0,64424.0,-1.0,0.0,0.0,0.0,64424.0,0.0,-1.0,-1.0,-1.0,64424.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,1634113.0,274.1548473086,1.2239055683,1634113.0,-1.0,-1.0,1634113.0,1634113.0,1634113.0,0.0,0.0,1634113.0,1634113.0,1634113.0,-1.0,-1.0,1634113.0,1634113.0,0.0,,,0.0,0.0,0.0,0.0
P2P,282237.0,1587.318459309,7.0862431219,-1.0,-1.0,-1.0,282237.0,-1.0,0.0,0.0,0.0,282237.0,0.0,-1.0,-1.0,-1.0,282237.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,69388.0,6456.4478007725,28.823427682,-1.0,-1.0,-1.0,69388.0,-1.0,0.0,0.0,0.0,69388.0,0.0,-1.0,-1.0,-1.0,69388.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,273443.0,1638.3670454172,7.3141385956,-1.0,-1.0,-1.0,273443.0,-1.0,0.0,0.0,0.0,273443.0,0.0,-1.0,-1.0,-1.0,273443.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,339893.0,1318.0618606444,5.884204735,-1.0,-1.0,-1.0,339893.0,-1.0,0.0,0.0,0.0,339893.0,0.0,-1.0,-1.0,-1.0,339893.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,181300.0,2471.0424710425,11.0314396029,-1.0,-1.0,-1.0,181300.0,-1.0,0.0,0.0,0.0,181300.0,0.0,-1.0,-1.0,-1.0,181300.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,59905.0,7478.5076370921,33.3861948084,-1.0,-1.0,-1.0,59905.0,-1.0,0.0,0.0,0.0,59905.0,0.0,-1.0,-1.0,-1.0,59905.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,314357.0,1425.1312997643,6.3621933025,-1.0,-1.0,-1.0,314357.0,-1.0,0.0,0.0,0.0,314357.0,0.0,-1.0,-1.0,-1.0,314357.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,72150.0,6209.2862092862,27.72002772,-1.0,-1.0,-1.0,72150.0,-1.0,0.0,0.0,0.0,72150.0,0.0,-1.0,-1.0,-1.0,72150.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,61075.0,7335.2435530086,32.7466230045,-1.0,-1.0,-1.0,61075.0,-1.0,0.0,0.0,0.0,61075.0,0.0,-1.0,-1.0,-1.0,61075.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,73240.0,6116.8760240306,27.3074822501,-1.0,-1.0,-1.0,73240.0,-1.0,0.0,0.0,0.0,73240.0,0.0,-1.0,-1.0,-1.0,73240.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,52083.0,8601.6550505923,38.4002457616,-1.0,-1.0,-1.0,52083.0,-1.0,0.0,0.0,0.0,52083.0,0.0,-1.0,-1.0,-1.0,52083.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,67923.0,6595.7039588946,29.4451069594,-1.0,-1.0,-1.0,67923.0,-1.0,0.0,0.0,0.0,67923.0,0.0,-1.0,-1.0,-1.0,67923.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,313588.0,1428.6260953863,6.3777950687,-1.0,-1.0,-1.0,313588.0,-1.0,0.0,0.0,0.0,313588.0,0.0,-1.0,-1.0,-1.0,313588.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
P2P,76386.0,5864.9490744377,26.182808368,-1.0,-1.0,-1.0,76386.0,-1.0,0.0,0.0,0.0,76386.0,0.0,-1.0,-1.0,-1.0,76386.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,14994691.0,10.4036822099,0.2000708117,14994691.0,-1.0,14958031.0,14958031.0,14958031.0,15000000.0,0.0,15000000.0,7497345.5,15000000.0,14994691.0,-1.0,14958031.0,36660.0,14958031.0,0.0,,,10600000.0,0.0,0.0,14958031.0
STREAMING,14634171.0,882771.425863481,457.9008951037,5980605.0,3195776.0,3235308.0,3195776.0,3195776.0,4659226.33333333,4791.7956777996,4014.8458161866,2184.2046268657,2539965.66666667,3994746.0,5.0,3.0,0.0,1275137.0,1144353.77275641,,,57231.0371804094,1095623.58491949,14634144.0,14634113.0
STREAMING,12846167.0,453688.32586405,229.2512622637,4208380.0,3368315.0,3405385.0,3368315.0,3368315.0,4070986.0,9572.4046199702,7999.5627732667,4363.5078125,3241172.66666667,4000256.0,3.0,3.0,1.0,3076179.0,119004.060920206,,,103625.265454456,149701.046087973,12846167.0,12807300.0
STREAMING,13599835.0,464099.821799309,250.2971543405,4209299.0,3408490.0,3445468.0,3408490.0,3408490.0,4002830.0,8802.4822006473,7249.5551965536,3996.4252130473,3076466.0,3797728.0,5.0,3.0,2.0,2798840.0,205788.90525609,,,91866.5064977606,308443.896725969,13599835.0,13462424.0
STREAMING,12865642.0,543141.026308676,279.2709450488,4207372.0,3390479.0,3427500.0,3390479.0,3390479.0,4003278.0,7927.0745532964,6518.5182926829,3581.7488864143,3152721.0,3798665.0,6.0,4.0,1.0,2914771.0,204353.994290545,,,91390.8999813638,237854.058118629,12865642.0,12828444.0
STREAMING,12706315.0,485892.644720362,232.1680203899,4204073.0,3479167.0,3516243.0,3479167.0,3479167.0,4002848.0,9377.3542435424,7953.1337099812,4308.6859952526,3316246.66666667,3798912.0,3.0,2.0,0.0,3124879.0,202594.104357703,,,105948.659530991,178848.916171816,12706315.0,12669342.0
STREAMING,12557967.0,486797.106569877,231.0883600825,4203903.0,3526208.0,3563130.0,3526208.0,3526208.0,4002683.0,9406.7168539326,8000.5277955272,4328.8407445708,3317170.66666667,3800132.0,6.0,3.0,1.0,3096915.0,201888.790626176,,,106890.19084139,214866.256573324,12557967.0,12520826.0
STREAMING,14129167.0,510454.721074498,267.6024708321,4205350.0,3641605.0,3678917.0,3641605.0,3641605.0,4002137.33333333,8200.329077191,6852.4435797665,3737.8748677249,3391428.33333333,3798609.0,6.0,2.0,-1.0,3190554.0,203370.683737439,,,95799.4096839693,229531.677996379,14129167.0,14088624.0
STREAMING,12856647.0,504094.107896095,266.6325053492,4205179.0,3416081.0,3453678.0,3416081.0,3416081.0,4003068.0,8252.0198973042,6862.829764454,3751.5748468048,2961799.33333333,3801273.0,4.0,4.0,1.0,2093324.0,201953.185418057,,,89636.8612903475,752388.739543484,12856647.0,12819766.0
STREAMING,12980262.0,563131.930618966,295.2174617123,4597926.0,3619660.0,3657229.0,3619660.0,3619660.0,4134387.0,7468.5051783659,6185.9818355641,3388.2176977291,3344568.33333333,3799385.0,5.0,4.0,2.0,3082157.0,414497.590398907,,,93878.12767677,268975.764506458,12980262.0,12941074.0
STREAMING,12388735.0,441825.900707376,213.8232838139,4610466.0,3568634.0,3605407.0,3568634.0,3568634.0,4005577.66666667,10129.7914963205,8671.5063202247,4678.5253021148,3316636.66666667,3401288.0,4.0,4.0,1.0,2910334.0,604589.222300426,,,112130.02289461,355242.627539029,12388735.0,12348225.0
STREAMING,11930695.0,284205.739900316,135.7003929779,4204528.0,3729552.0,3767702.0,3729552.0,3729552.0,3866259.33333333,16254.3528610354,13469.1517553794,7373.7299134734,3310143.66666667,3391443.0,5.0,4.0,2.0,2650620.0,423391.961732664,,,143961.240827608,578156.635464675,11930695.0,11893261.0
STREAMING,12675858.0,291635.564235573,142.1600021079,4207224.0,3491373.0,3528635.0,3491373.0,3491373.0,4003015.0,15217.1164465786,13069.1499482937,7038.2332037757,3264709.33333333,3799534.0,5.0,4.0,1.0,2817675.0,203845.974972527,,,133916.745960858,387155.875385914,12675858.0,12637868.0
STREAMING,12526067.0,259534.297557246,123.4226194064,4205076.0,3703348.0,3740548.0,3703348.0,3703348.0,4002391.33333333,17717.2093352192,14921.3787335723,8107.4867313916,3611097.33333333,3799043.0,4.0,3.0,1.0,3502730.0,203017.313576535,,,159123.705156178,101275.395278583,12526067.0,12489194.0
STREAMING,13405374.0,553572.544861486,286.3030900891,4567613.0,3145775.0,3189423.0,3145775.0,3145775.0,4003273.33333333,7699.8127512924,6381.1732696897,3493.712275215,2875711.33333333,3440019.0,3.0,3.0,1.0,2422106.0,563797.783491416,,,81418.229471018,395208.632170191,13405374.0,13368558.0
STREAMING,13557070.0,706020.54868788,364.680568884,4553658.0,2994584.0,3031429.0,2994584.0,2994584.0,4002022.33333333,5982.8199470433,5052.105754858,2742.6805583654,2628367.0,3450809.0,3.0,4.0,0.0,2005618.0,551424.621298173,,,66214.2068065651,542097.71956401,13557070.0,13519435.0
STREAMING,13268632.0,730565.065034587,381.9534673959,4543623.0,2455516.0,2495028.0,2455516.0,2455516.0,3995942.0,5776.5050065303,4778.4283134706,2618.6366686402,2222335.33333333,3443211.0,4.0,4.0,1.0,1912817.0,550223.381283002,,,54751.9745098911,279286.825081015,13268632.0,13231468.0
STREAMING,12735883.0,657574.115591357,310.3828764759,4468029.0,3938249.0,3975115.0,3938249.0,3938249.0,4158006.0,7013.1514317181,5947.906323185,3222.6424595142,3388479.0,3797802.0,3.0,4.0,0.0,2897112.0,337919.602054246,,,94165.9523977195,523019.833274514,12735883.0,12698780.0
STREAMING,12237983.0,489933.349310912,217.8463558905,4680075.0,4130316.0,4167244.0,4130316.0,4130316.0,4005133.66666667,9837.6069131833,8590.9866197183,4592.11369606,3604441.33333333,3330952.0,6.0,5.0,2.0,3057129.0,674561.820815434,,,121837.569170723,536914.578313751,12237983.0,12199201.0
STREAMING,12282505.0,394309.711251898,178.9537232022,4682949.0,4148345.0,4185727.0,4148345.0,4148345.0,4005364.66666667,12112.9240631164,10351.5549915398,5590.5803368229,3578151.0,3327046.0,4.0,5.0,2.0,2903247.0,677951.798276126,,,133595.639027792,629118.745131235,12282505.0,12235538.0
STREAMING,12498078.0,350366.51235494,163.4651343991,5006619.0,3475218.0,3514085.0,3475218.0,3475218.0,4004660.33333333,13197.5480464625,11390.3016453382,6120.5083251714,3181501.66666667,3001509.0,5.0,4.0,1.0,2705273.0,1002555.53206036,,,123633.553375884,416157.289519039,12498078.0,12460990.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,12395683.0,341786.733332887,176.029025589,5006709.0,3411768.0,3448889.0,3411768.0,3411768.0,3837772.33333333,12358.6071784646,10500.1665250637,5683.4860155892,2667437.33333333,3002651.0,4.0,2.0,1.0,2044269.0,1042898.18506738,,,102791.52755909,691754.011201838,12395683.0,12358696.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,3185752.0,3138609.03171371,1643.5679864597,1912703.0,1350840.0,1403821.0,1350840.0,1350840.0,1912703.0,1144.5211573237,1290.300526529,608.5486150907,1350840.0,1912703.0,3.0,1.0,1.0,1350840.0,0.0,,,22630.9033827222,0.0,3164601.0,3185752.0
STREAMING,7095299.0,190892.025832879,130.2270700643,6984192.0,2918912.0,2959368.0,2893403.0,2893403.0,6984192.0,13727.6233009709,17274.0147420147,7687.2145178765,2893403.0,6984192.0,1.0,3.0,1.0,2893403.0,0.0,,,105006.835004634,0.0,7069726.0,7030524.0
STREAMING,25856.0,12144.1831683168,154.702970297,-1.0,21.0,-1.0,25831.0,-1.0,0.0,12.5,0.0,8618.6666666667,0.0,-1.0,4.0,-1.0,4.0,-1.0,0.0,,,14906.3203317698,0.0,25.0,0.0
STREAMING,81.0,2876543.20987654,37037.037037037,-1.0,-1.0,74.0,74.0,-1.0,0.0,0.0,40.5,40.5,0.0,-1.0,-1.0,7.0,7.0,-1.0,0.0,,,47.3655993312,0.0,0.0,81.0
STREAMING,76.0,1052631.57894737,26315.7894736842,-1.0,-1.0,76.0,76.0,-1.0,0.0,0.0,76.0,76.0,0.0,-1.0,-1.0,76.0,76.0,-1.0,0.0,,,0.0,0.0,0.0,76.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,14981027.0,1552163.07934029,633.8684257094,-1.0,159856.0,202547.0,159856.0,-1.0,0.0,3373.3314568791,2964.7765683752,1577.7806213797,0.0,-1.0,2.0,4.0,0.0,-1.0,0.0,,,7484.7742567729,0.0,14980965.0,14981016.0
STREAMING,5526621.0,28.227012491,0.5428271633,5526621.0,5486679.0,-1.0,5486679.0,5486679.0,5526621.0,5486679.0,0.0,2763310.5,5486679.0,5526621.0,5486679.0,-1.0,39942.0,5486679.0,0.0,,,3851424.66803954,0.0,5486679.0,0.0
STREAMING,14987390.0,912913.989694003,439.2359176614,-1.0,166926.0,166955.0,166901.0,-1.0,0.0,4893.0195886386,4260.2018192155,2277.0267395928,0.0,-1.0,4.0,4.0,1.0,-1.0,0.0,,,8811.5351578521,0.0,14987319.0,14987390.0
STREAMING,14963532.0,1536650.50470704,668.7592207508,-1.0,51092.0,59146.0,51068.0,-1.0,0.0,3223.5047393365,2787.217975014,1495.4559264441,0.0,-1.0,4.0,2.0,1.0,-1.0,0.0,,,6881.6327635061,0.0,14963509.0,14947850.0
STREAMING,14961430.0,10.4268108062,0.2005155924,14961430.0,14918073.0,-1.0,14918073.0,14918073.0,15000000.0,14900000.0,0.0,7480715.0,14900000.0,14961430.0,14918073.0,-1.0,43357.0,14918073.0,0.0,,,10500000.0,0.0,14918073.0,0.0
STREAMING,14960311.0,10.4275907098,0.2005305906,14960311.0,14916583.0,-1.0,14916583.0,14916583.0,15000000.0,14900000.0,0.0,7480155.5,14900000.0,14960311.0,14916583.0,-1.0,43728.0,14916583.0,0.0,,,10500000.0,0.0,14916583.0,0.0
STREAMING,14961252.0,10.4269348581,0.200517978,14961252.0,14917674.0,-1.0,14917674.0,14917674.0,15000000.0,14900000.0,0.0,7480626.0,14900000.0,14961252.0,14917674.0,-1.0,43578.0,14917674.0,0.0,,,10500000.0,0.0,14917674.0,0.0
STREAMING,149766.0,694.4166232656,13.354165832,-1.0,-1.0,149766.0,149766.0,-1.0,0.0,0.0,149766.0,149766.0,0.0,-1.0,-1.0,149766.0,149766.0,-1.0,0.0,,,0.0,0.0,0.0,149766.0
STREAMING,145788.0,713.3646116278,13.7185502236,-1.0,-1.0,145788.0,145788.0,-1.0,0.0,0.0,145788.0,145788.0,0.0,-1.0,-1.0,145788.0,145788.0,-1.0,0.0,,,0.0,0.0,0.0,145788.0
STREAMING,145783.0,713.3890782876,13.7190207363,-1.0,-1.0,145783.0,145783.0,-1.0,0.0,0.0,145783.0,145783.0,0.0,-1.0,-1.0,145783.0,145783.0,-1.0,0.0,,,0.0,0.0,0.0,145783.0
STREAMING,14998182.0,10.4012606328,0.2000242429,14998182.0,14953702.0,-1.0,14953702.0,14953702.0,15000000.0,15000000.0,0.0,7499091.0,15000000.0,14998182.0,14953702.0,-1.0,44480.0,14953702.0,0.0,,,10500000.0,0.0,14953702.0,0.0
STREAMING,2205118.0,47.1630089637,0.9069809416,2205118.0,-1.0,2205118.0,2205118.0,2205118.0,2205118.0,0.0,2205118.0,2205118.0,2205118.0,2205118.0,-1.0,2205118.0,2205118.0,2205118.0,0.0,,,0.0,0.0,0.0,2205118.0
STREAMING,12547411.0,586301.668128987,261.2491134625,8651484.0,3741709.0,3783722.0,3741709.0,3741709.0,6149157.5,8291.9861202908,7117.0765740216,3828.9322551114,3508333.5,3646831.0,5.0,4.0,1.0,3274958.0,3538824.07378546,,,87139.7247352262,330042.797224087,12545775.0,12547406.0
STREAMING,12133093.0,116427.443521615,35.6051008593,4204226.0,3875497.0,3917572.0,3875497.0,3875497.0,4002848.0,58053.0765550239,54715.5475113122,28151.0278422274,3808338.0,3803013.0,8.0,8.0,0.0,3676211.0,200610.950544829,,,317075.906386221,114430.582522768,12133093.0,12092136.0
STREAMING,12621302.0,295518.322911535,109.6558817783,4204044.0,3793033.0,3836426.0,3793033.0,3793033.0,4001615.33333333,19876.0661417323,16840.9852744311,9126.0318148952,3593944.33333333,3798320.0,6.0,4.0,2.0,3326242.0,202863.388458424,,,167618.327283054,240840.893246627,12621302.0,12580216.0
STREAMING,13982322.0,315507.75329019,150.4757221297,4207721.0,3177392.0,3219641.0,3177392.0,3177392.0,4003467.33333333,14195.2507614213,12479.6589077887,6648.7503566334,3062980.66666667,3798074.0,3.0,4.0,1.0,2937053.0,204825.877959386,,,116041.32364296,120582.661190709,13982322.0,13939779.0
STREAMING,12770396.0,147137.254005279,66.3252729203,4594811.0,3898469.0,3939950.0,3898469.0,3898469.0,4132776.0,32167.2443324937,28413.21875,15095.0307328605,3512954.66666667,3800994.0,8.0,3.0,0.0,2888395.0,412626.63556598,,,210772.666653315,545819.910693842,12770396.0,12729122.0
STREAMING,12671805.0,408037.134409818,199.7347654892,4607460.0,3301390.0,3344584.0,3301390.0,3301390.0,4004695.66666667,10802.9028132992,9314.657079646,5008.6185770751,2990554.33333333,3402549.0,3.0,4.0,1.0,2659379.0,602455.737472749,,,103523.05059358,321488.425234616,12671805.0,12630675.0
STREAMING,12183943.0,259326.229612204,108.913838484,4412901.0,4005648.0,4046710.0,4005648.0,4005648.0,4005359.0,19683.268174475,17196.3654390935,9188.4939668175,3649460.66666667,3597773.0,7.0,3.0,2.0,3144866.0,407564.001780702,,,174400.845738118,449171.420863832,12183943.0,12140634.0
STREAMING,12351874.0,304183.802393062,123.6249657339,4602731.0,3835872.0,3877141.0,3835872.0,3835872.0,4004856.33333333,17495.5722379603,15031.4737484738,8094.2817824378,3595580.0,3407289.0,8.0,5.0,0.0,3199093.0,597721.059258274,,,160380.451704584,345932.843523855,12351874.0,12310777.0
STREAMING,12636324.0,290558.630817,140.9428881374,4626371.0,3207119.0,3248507.0,3207119.0,3207119.0,4003741.66666667,15316.7563636364,13202.6111111111,7099.0584269663,2919571.33333333,3380477.0,3.0,4.0,1.0,2385254.0,622947.242986782,,,121194.753006824,463181.35848265,12636324.0,12595291.0
STREAMING,12597914.0,246394.60151895,121.8455690363,4639411.0,3637773.0,3679275.0,3637773.0,3637773.0,4006479.0,17545.8412256267,15407.0282208589,8212.4602346806,3448681.33333333,3372988.0,4.0,4.0,1.0,3080277.0,633211.685056822,,,153447.797147025,319084.97586667,12597914.0,12556728.0
STREAMING,12427086.0,268118.527545396,122.6353466935,4646957.0,3985793.0,4026800.0,3985793.0,3985793.0,4004650.33333333,17855.0086206897,14994.8365617433,8159.609980302,3441969.0,3360331.0,6.0,4.0,2.0,2745264.0,643315.361303329,,,154475.288858856,634237.731517528,12427086.0,12385735.0
STREAMING,12448590.0,384694.973486957,157.4475502848,4656932.0,3715739.0,3759939.0,3715739.0,3715739.0,4005128.66666667,13619.9015317287,11882.6379310345,6354.5635528331,3401678.0,3351935.0,4.0,5.0,0.0,2901180.0,652499.610936155,,,134440.557975605,438116.031830039,12448590.0,12405474.0
STREAMING,12502017.0,347543.680351738,133.578445782,4214227.0,3751632.0,3795080.0,3751632.0,3751632.0,4001896.66666667,16152.476744186,13934.9888143177,7490.7231875375,3651127.66666667,3797554.0,6.0,3.0,2.0,3500435.0,208451.311691324,,,154847.969247621,132906.488945549,12502017.0,12457880.0
STREAMING,12861470.0,338477.09476444,137.4648465533,4683402.0,3731554.0,3774830.0,3731554.0,3731554.0,4161789.66666667,15608.5800970874,13609.4798301486,7278.7040181098,3400535.33333333,3796547.0,6.0,4.0,1.0,3005331.0,463644.855731015,,,140721.941864317,367341.545820553,12861470.0,12820130.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,8425239.0,322583.727298419,154.8917484715,4695088.0,3755442.0,3796651.0,3755442.0,3755442.0,4006355.5,13789.2618657938,12112.7384393064,6461.0728527607,3260605.0,3317623.0,4.0,5.0,0.0,2765768.0,974014.842346614,,,130264.182848117,699805.196563301,8425239.0,8382015.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
STREAMING,14966704.0,243602.66629179,222.7611369878,-1.0,171286.0,271065.0,132033.0,-1.0,0.0,7324.0399802567,11459.9571209801,4490.4602460246,0.0,-1.0,4.0,7.0,1.0,-1.0,0.0,,,14170.9277377762,0.0,14838505.0,14966704.0
STREAMING,14998389.0,285152.02532752,259.0278195878,-1.0,128583.0,128643.0,128566.0,-1.0,0.0,6272.851944793,10052.4651474531,3861.583161689,0.0,-1.0,6.0,11.0,1.0,-1.0,0.0,,,12299.2981723598,0.0,14998389.0,14998278.0
STREAMING,11010656.0,234468.318690548,217.4257373948,10599102.0,1134725.0,1133768.0,1005454.0,1005454.0,10600000.0,7490.2421768708,11802.3318872017,4601.1934809862,1005454.0,10599102.0,18.0,13.0,2.0,1005454.0,0.0,,,24588.2495921363,0.0,11010656.0,10881750.0
STREAMING,13665920.0,3456.9205732216,6.8784245773,5080420.0,2629995.0,2448504.0,2448504.0,2448504.0,3271034.75,282039.270833333,307654.022727273,146945.376344086,1726371.25,2000663.0,418.0,120.0,18.0,1423500.0,1531189.42800118,,,362924.820223873,486996.557911775,13537885.0,13536777.0
STREAMING,10187017.0,23271.6800217375,25.1300257966,8411992.0,5032733.0,5033770.0,4904669.0,4904669.0,8411992.0,68402.9931972789,93456.308411215,39949.0862745098,4904669.0,8411992.0,12.0,24.0,3.0,4904669.0,0.0,,,311060.56675467,0.0,10055240.0,9999825.0
STREAMING,2373961.0,28716.1415035883,38.7537958711,-1.0,212971.0,287851.0,212936.0,-1.0,0.0,46787.4166666667,51452.9761904762,26087.4835164835,0.0,-1.0,35.0,21.0,5.0,-1.0,0.0,,,47430.3171177026,0.0,2245796.0,2161025.0
STREAMING,14969938.0,146250.438712572,140.4147432007,-1.0,195654.0,347915.0,169642.0,-1.0,0.0,11816.7977707006,17736.7369668246,7125.1489766778,0.0,-1.0,5.0,5.0,2.0,-1.0,0.0,,,19679.1140167555,0.0,14841898.0,14969806.0
STREAMING,14980565.0,226295.670423646,208.7371203957,-1.0,132989.0,127798.0,127738.0,-1.0,0.0,7746.3259182618,12567.5352348993,4792.2472808701,0.0,-1.0,10.0,9.0,1.0,-1.0,0.0,,,14589.6982015541,0.0,14973648.0,14980502.0
STREAMING,14967015.0,323345.369801527,299.9262043901,-1.0,121140.0,116989.0,116910.0,-1.0,0.0,5405.0873188406,8666.4418066011,3334.8963903743,0.0,-1.0,17.0,6.0,0.0,-1.0,0.0,,,11356.4799794619,0.0,14918041.0,14966945.0
STREAMING,14995267.0,340106.648317766,315.0327366628,-1.0,118237.0,109179.0,109092.0,-1.0,0.0,5145.7086911714,8280.038100497,3174.9453737032,0.0,-1.0,12.0,16.0,0.0,-1.0,0.0,,,10762.7303541123,0.0,14979158.0,14995149.0
STREAMING,14991646.0,309034.578324488,280.8897702094,-1.0,108301.0,107907.0,107837.0,-1.0,0.0,5750.5354813963,9358.0430711611,3560.9610451307,0.0,-1.0,5.0,6.0,0.0,-1.0,0.0,,,11724.4869327899,0.0,14991646.0,14991585.0
STREAMING,14988065.0,291500.403821307,273.0839504633,-1.0,124648.0,124669.0,124634.0,-1.0,0.0,5949.9992060341,9534.3486005089,3662.7724828935,0.0,-1.0,12.0,5.0,0.0,-1.0,0.0,,,12257.8887875436,0.0,14988048.0,14987996.0
STREAMING,14995937.0,316935.513932874,271.073424755,-1.0,270534.0,270540.0,270474.0,-1.0,0.0,6100.8559804719,9343.2199376947,3689.9451279528,0.0,-1.0,11.0,4.0,1.0,-1.0,0.0,,,14994.855789671,0.0,14995904.0,14995868.0
STREAMING,14998673.0,468071.142027031,411.9031063615,-1.0,111605.0,97028.0,96941.0,-1.0,0.0,3926.3479057592,6366.1332767402,2428.1484539421,0.0,-1.0,5.0,6.0,1.0,-1.0,0.0,,,8940.9618703876,0.0,14998649.0,14998610.0
STREAMING,14971168.0,322712.362856392,292.8295240558,-1.0,116022.0,116060.0,115989.0,-1.0,0.0,5628.2496240602,8694.0156794425,3415.7353410906,0.0,-1.0,13.0,11.0,2.0,-1.0,0.0,,,10916.3869610313,0.0,14971144.0,14971095.0
STREAMING,14954232.0,303182.069129327,275.1060703084,-1.0,126850.0,125591.0,125486.0,-1.0,0.0,6010.5156752412,9208.2487684729,3635.8453683443,0.0,-1.0,4.0,4.0,1.0,-1.0,0.0,,,12304.7189893065,0.0,14954163.0,14954196.0
STREAMING,14984548.0,399542.248454875,350.4943892869,-1.0,129101.0,129128.0,129073.0,-1.0,0.0,4606.3781125115,7503.4752128192,2853.6560655113,0.0,-1.0,14.0,8.0,-1.0,-1.0,0.0,,,10918.0359020672,0.0,14984548.0,14984440.0
STREAMING,14967485.0,250288.074449381,225.8228419805,-1.0,111012.0,119077.0,110980.0,-1.0,0.0,7158.9444976077,11620.7181677019,4429.5605208642,0.0,-1.0,5.0,11.0,2.0,-1.0,0.0,,,13524.5180797007,0.0,14962194.0,14967485.0
STREAMING,14717900.0,280568.967040135,253.8405614931,14333766.0,3736326.0,3735920.0,3607377.0,3607377.0,14300000.0,6418.621892717,10124.5274115198,3940.5354752343,3607377.0,14333766.0,15.0,12.0,1.0,3607377.0,0.0,,,62097.8536068212,0.0,14717900.0,14589444.0
